liswei/Taiwan-ELM-270M-Instruct	engineering_math	19.41748
liswei/Taiwan-ELM-270M-Instruct	dentistry	24.81203
liswei/Taiwan-ELM-270M-Instruct	traditional_chinese_medicine_clinical_medicine	26.25899
liswei/Taiwan-ELM-270M-Instruct	clinical_psychology	21.60000
liswei/Taiwan-ELM-270M-Instruct	technical	24.62687
liswei/Taiwan-ELM-270M-Instruct	culinary_skills	22.60274
liswei/Taiwan-ELM-270M-Instruct	mechanical	18.64407
liswei/Taiwan-ELM-270M-Instruct	logic_reasoning	20.86331
liswei/Taiwan-ELM-270M-Instruct	real_estate	16.30435
liswei/Taiwan-ELM-270M-Instruct	general_principles_of_law	25.47170
liswei/Taiwan-ELM-270M-Instruct	finance_banking	25.92593
liswei/Taiwan-ELM-270M-Instruct	anti_money_laundering	26.11940
liswei/Taiwan-ELM-270M-Instruct	ttqav2	29.20354
liswei/Taiwan-ELM-270M-Instruct	marketing_management	23.65591
liswei/Taiwan-ELM-270M-Instruct	business_management	25.89928
liswei/Taiwan-ELM-270M-Instruct	organic_chemistry	22.01835
liswei/Taiwan-ELM-270M-Instruct	advance_chemistry	24.39024
liswei/Taiwan-ELM-270M-Instruct	physics	25.77320
liswei/Taiwan-ELM-270M-Instruct	secondary_physics	22.32143
liswei/Taiwan-ELM-270M-Instruct	human_behavior	23.62460
liswei/Taiwan-ELM-270M-Instruct	national_protection	25.59242
liswei/Taiwan-ELM-270M-Instruct	jce_humanities	28.88889
liswei/Taiwan-ELM-270M-Instruct	politic_science	23.51759
liswei/Taiwan-ELM-270M-Instruct	agriculture	23.17881
liswei/Taiwan-ELM-270M-Instruct	official_document_management	28.82883
liswei/Taiwan-ELM-270M-Instruct	financial_analysis	25.91623
liswei/Taiwan-ELM-270M-Instruct	pharmacy	22.50639
liswei/Taiwan-ELM-270M-Instruct	educational_psychology	32.38636
liswei/Taiwan-ELM-270M-Instruct	statistics_and_machine_learning	22.32143
liswei/Taiwan-ELM-270M-Instruct	management_accounting	26.04651
liswei/Taiwan-ELM-270M-Instruct	introduction_to_law	22.36287
liswei/Taiwan-ELM-270M-Instruct	computer_science	27.58621
liswei/Taiwan-ELM-270M-Instruct	veterinary_pathology	24.02827
liswei/Taiwan-ELM-270M-Instruct	accounting	27.22513
liswei/Taiwan-ELM-270M-Instruct	fire_science	16.12903
liswei/Taiwan-ELM-270M-Instruct	optometry	25.76087
liswei/Taiwan-ELM-270M-Instruct	insurance_studies	23.28947
liswei/Taiwan-ELM-270M-Instruct	pharmacology	25.12998
liswei/Taiwan-ELM-270M-Instruct	taxation	23.46667
liswei/Taiwan-ELM-270M-Instruct	education_(profession_level)	25.51440
liswei/Taiwan-ELM-270M-Instruct	economics	23.91858
liswei/Taiwan-ELM-270M-Instruct	veterinary_pharmacology	25.37037
liswei/Taiwan-ELM-270M-Instruct	nautical_science	23.41198
liswei/Taiwan-ELM-270M-Instruct	occupational_therapy_for_psychological_disorders	23.38858
liswei/Taiwan-ELM-270M-Instruct	trust_practice	23.94015
liswei/Taiwan-ELM-270M-Instruct	geography_of_taiwan	26.04167
liswei/Taiwan-ELM-270M-Instruct	physical_education	27.93296
liswei/Taiwan-ELM-270M-Instruct	auditing	28.90909
liswei/Taiwan-ELM-270M-Instruct	administrative_law	23.57143
liswei/Taiwan-ELM-270M-Instruct	basic_medical_science	22.11740
liswei/Taiwan-ELM-270M-Instruct	macroeconomics	26.03406
liswei/Taiwan-ELM-270M-Instruct	trade	24.50199
liswei/Taiwan-ELM-270M-Instruct	chinese_language_and_literature	20.10050
liswei/Taiwan-ELM-270M-Instruct	tve_design	23.33333
liswei/Taiwan-ELM-270M-Instruct	junior_science_exam	20.18779
liswei/Taiwan-ELM-270M-Instruct	junior_math_exam	17.14286
liswei/Taiwan-ELM-270M-Instruct	junior_chinese_exam	25.14286
liswei/Taiwan-ELM-270M-Instruct	junior_social_studies	26.19048
liswei/Taiwan-ELM-270M-Instruct	tve_mathematics	19.33333
liswei/Taiwan-ELM-270M-Instruct	tve_chinese_language	23.80952
liswei/Taiwan-ELM-270M-Instruct	tve_natural_sciences	24.52830
liswei/Taiwan-ELM-270M-Instruct	junior_chemistry	27.27273
liswei/Taiwan-ELM-270M-Instruct	music	23.38129
liswei/Taiwan-ELM-270M-Instruct	education	21.77419
liswei/Taiwan-ELM-270M-Instruct	three_principles_of_people	25.89928
liswei/Taiwan-ELM-270M-Instruct	taiwanese_hokkien	23.25581
