taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	engineering_math	22.33010
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	dentistry	32.58145
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	traditional_chinese_medicine_clinical_medicine	25.89928
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	clinical_psychology	33.60000
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	technical	36.56716
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	culinary_skills	35.61644
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	mechanical	42.37288
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	logic_reasoning	17.26619
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	real_estate	26.08696
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	general_principles_of_law	29.24528
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	finance_banking	31.11111
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	anti_money_laundering	37.31343
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	ttqav2	59.29204
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	marketing_management	47.31183
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	business_management	33.81295
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	organic_chemistry	29.35780
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	advance_chemistry	29.26829
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	physics	19.58763
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	secondary_physics	23.21429
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	human_behavior	31.39159
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	national_protection	48.81517
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	jce_humanities	32.22222
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	politic_science	35.07538
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	agriculture	21.85430
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	official_document_management	32.88288
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	financial_analysis	22.51309
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	pharmacy	25.83120
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	educational_psychology	38.63636
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	statistics_and_machine_learning	29.91071
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	management_accounting	22.32558
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	introduction_to_law	32.48945
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	computer_science	39.08046
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	veterinary_pathology	25.79505
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	accounting	17.27749
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	fire_science	21.77419
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	optometry	26.63043
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	insurance_studies	27.10526
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	pharmacology	29.28943
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	taxation	24.00000
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	education_(profession_level)	25.51440
taide/Llama3-TAIDE-LX-8B-Chat-Alpha1	economics	27.98982
